title,year,score,scored_by,members,rank,genres,demographics
Kore wa Zombie desu ka? of the Dead,2012,7.47,223725,393025,2199,"Action, Comedy, Fantasy, Ecchi",
Guilty Crown,2011,7.39,660564,1271387,2562,"Drama, Sci-Fi",
Kayoe! Chuugaku,2011,,,731,18071,Comedy,
Un-Go,2011,7.32,60357,159050,2901,"Mystery, Sci-Fi, Supernatural",
Chihayafuru,2011,8.17,193765,492060,470,"Drama, Romance, Sports",Josei
MonHun Nikki Girigiri Airou Mura G,2011,5.89,258,964,11049,"Action, Comedy",
Kidou Senshi Gundam AGE,2011,6.47,16337,35469,7654,Sci-Fi,
Pucca (TV) 2nd Season,2008,6.67,4768,9235,6380,"Action, Comedy, Romance",
UFO Senshi Dai Apolon 2,1976,6.17,423,1115,9445,Sci-Fi,
Double-J,2011,5.46,5582,12820,12977,Comedy,Shounen
Inumarudashi,2011,4.91,243,1061,14134,Comedy,
Penguin no Mondai Max,2010,,,449,19713,Comedy,Kids
Penguin no Mondai DX?,2011,,,409,19718,Comedy,Kids
Scan2Go,2010,6.2,1770,3945,9252,Sci-Fi,Kids
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),2007,7.18,3839,13077,3642,Comedy,
Saki Achiga-hen: Episode of Side-A,2012,7.32,17012,39712,2890,Slice of Life,
Dame Oyaji,1974,,,603,21093,Comedy,
Jungle Kurobee,1973,5.78,191,770,11680,Comedy,
Kakko Kawaii Sengen! 2,2011,5.59,322,1124,12515,Comedy,
Pants Pankurou,2004,,,357,19673,Comedy,Kids
High Score,2011,5.51,4183,9128,12825,Comedy,Shoujo
Kagaku Bouken-tai Tansar 5,1979,6.1,423,1041,9846,"Adventure, Mystery, Sci-Fi, Supernatural",
Zettai Zetsumei Dangerous Jiisan (2004),2004,5.79,160,765,11647,Comedy,Kids
Stray Sheep: Poe no Chicchana Daibouken,2001,6.04,144,582,10238,Comedy,Kids
Ganbare!! Nattou-san,2011,,,508,21666,Comedy,
Fujilog 2nd Season,2011,5.96,112,573,10659,Comedy,
Inu x Boku SS,2012,7.36,243247,525076,2649,"Comedy, Romance, Supernatural",Shounen
Battle Spirits: Heroes,2011,6.2,1064,2937,9281,Sci-Fi,
Muv-Luv Alternative: Total Eclipse,2012,7.08,42550,100244,4223,"Drama, Sci-Fi",
Hunter x Hunter (2011),2011,9.03,1948906,3137808,9,"Action, Adventure, Fantasy",Shounen
Kill Me Baby,2012,6.87,53323,129816,5222,Comedy,
Another,2012,7.46,1046306,1768571,2234,"Horror, Mystery",
Sekaiichi Hatsukoi 2,2011,7.8,105126,176500,1122,Boys Love,
Cross Fight B-Daman,2011,6.57,5386,9940,6995,,Kids
Papa no Iukoto wo Kikinasai!,2012,7.24,104555,204296,3307,"Comedy, Romance",
Kuma no Puutarou,1995,,,408,18386,Comedy,Seinen
Hero Hero-kun,2000,5.95,157,579,10736,"Adventure, Comedy",Kids
Hoshi no Ko Poron,1974,6.05,179,767,10198,Sci-Fi,
Rinne no Lagrange,2012,6.87,25233,77814,5243,"Comedy, Sci-Fi",
Amagami SS+ Plus,2012,7.37,94713,179810,2626,Romance,
Hidamari Sketch x Honeycomb,2012,7.93,11537,27517,829,Slice of Life,
Brave 10,2012,6.73,72099,152942,6018,"Action, Adventure",Seinen
Manga Nihonshi,1983,6.09,153,835,9945,,
Ganso Tensai Bakabon,1975,6.28,697,1730,8852,Comedy,
Akadou Suzunosuke,1972,6.18,492,1334,9373,Adventure,
Black★Rock Shooter (TV),2012,6.79,181314,367418,5681,"Action, Drama, Fantasy",
Ginga Patrol PJ,1982,6.73,574,1378,6031,"Drama, Sci-Fi",
Zero no Tsukaima F,2012,7.41,252697,443311,2474,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",
Tantei Opera Milky Holmes Dai 2 Maku,2012,7.19,8546,20029,3590,"Comedy, Mystery",
Shin Tennis no Oujisama,2012,7.53,32943,67921,1968,Sports,Shounen
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,2011,6.42,14395,29304,7931,"Action, Adventure, Comedy, Fantasy",
Skyers 5,1967,5.92,192,892,10885,"Action, Sci-Fi",
Iruka to Shounen,1975,5.86,136,632,11210,Adventure,Kids
Ano Natsu de Matteru,2012,7.39,187094,407511,2556,"Drama, Romance, Sci-Fi",
Chibi☆Devi!,2011,6.91,7905,23226,5028,"Slice of Life, Supernatural",Shoujo
Recorder to Randoseru Do♪,2012,6.61,26752,57902,6766,Comedy,Seinen
Sore Ike! Zukkoke Sannin-gumi,2004,,,477,15651,Comedy,Kids
Sankarea,2012,7.26,330566,654524,3207,"Comedy, Horror, Romance, Supernatural, Ecchi",Shounen
Hello Kitty: Ringo no Mori no Fantasy,2006,6.04,418,1403,10271,"Comedy, Fantasy",Kids
Mamimume★Mogacho,2001,,,613,18722,,Kids
Momotarou Densetsu,1989,6.26,447,1180,8970,"Adventure, Comedy",
Ad Lib Anime Kenkyuujo,2011,5.9,246,1347,10998,Comedy,
Happyakuyachou Hyouri Kewaishi,1990,6.18,325,1448,9387,Drama,
Sengoku☆Paradise Kiwami,2011,5.99,1182,5958,10468,"Action, Romance",Josei
Puu-Neko Shougekijou,2011,,,630,19886,Comedy,
Perman (1983),1983,6.71,3010,5000,6160,Comedy,Kids
Nisemonogatari,2012,8.12,451137,769043,542,"Comedy, Mystery, Supernatural, Ecchi",
"Sono Toki, Shimakou ga Ugoita!",2011,,,635,15580,Comedy,
Morita-san wa Mukuchi. 2,2011,6.62,7922,14504,6742,Slice of Life,
High School DxD,2012,7.31,951661,1521787,2943,"Action, Comedy, Romance, Supernatural, Ecchi",
Blood Lad,2013,7.23,374830,721271,3350,"Action, Comedy, Fantasy",Seinen
Natsume Yuujinchou Shi,2012,8.63,116753,264219,91,"Slice of Life, Supernatural",Shoujo
Area no Kishi,2012,7.15,36855,80493,3841,"Comedy, Sports",Shounen
Code:Breaker,2012,6.7,167608,352223,6212,Action,Shounen
Chi-Sui Maru 2nd Season,2011,,,613,20824,Comedy,
Kimi to Boku. 2,2012,7.91,43645,94094,866,Slice of Life,Shounen
Fate/Zero 2nd Season,2012,8.54,750624,1184980,136,"Action, Fantasy",
Senki Zesshou Symphogear,2012,7.04,47594,127766,4394,"Action, Sci-Fi",
Sword Art Online,2012,7.22,2262186,3267736,3409,"Action, Adventure, Fantasy, Romance",
Accel World,2012,7.2,400034,742077,3513,"Action, Romance, Sci-Fi",
Medaka Box,2012,7,114429,275430,4601,"Action, Comedy, Ecchi",Shounen
Sekai de Ichiban Tsuyoku Naritai!,2013,5.74,19656,66077,11836,"Sports, Ecchi",
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,2012,6.12,13827,35046,9747,"Comedy, Girls Love, Ecchi",Seinen
Kuroko no Basket,2012,8.04,764824,1298660,659,Sports,Shounen
Dog Days',2012,6.97,56276,109343,4747,"Action, Adventure, Fantasy",
Haiyore! Nyaruko-san,2012,6.97,158160,372549,4751,"Comedy, Sci-Fi",
gdgd Fairies,2011,6.81,2599,6737,5532,Comedy,
Manga Mitokoumon,1981,6.59,797,1553,6913,,
Qin Shi Mingyue: Zhu Zi Bai Jia,2011,6.87,410,1685,5242,"Action, Fantasy",
Zetman,2012,6.83,64409,145027,5441,"Action, Drama, Horror, Romance, Sci-Fi",Seinen
Qin Shi Mingyue: Ye Jin Tianming,2008,6.62,446,1570,6746,"Action, Fantasy",
Danshi Koukousei no Nichijou,2012,8.23,438913,878293,386,Comedy,
Judo Sanka,1974,6.26,181,1209,8954,Sports,Shounen
Queen's Blade: Rebellion,2012,6.24,14892,46783,9059,"Action, Adventure, Fantasy, Ecchi",
Oraa Guzura Dado (1987),1987,6.14,425,1105,9680,Comedy,Kids
Kokoro Connect,2012,7.72,440677,882173,1300,"Drama, Romance, Supernatural",
Zoku Attacker You! Kin Medal e no Michi,2008,6.25,524,1434,9018,"Romance, Sports",
Oda Nobuna no Yabou,2012,7.35,151812,310029,2731,"Action, Comedy, Romance",
Poyopoyo Kansatsu Nikki,2012,7.63,9927,23174,1566,Slice of Life,Seinen
Kingdom,2012,7.87,88793,256420,946,Action,Seinen
What's Michael? (TV),1988,6.05,187,1253,10171,Comedy,
Natsu-iro Kiseki,2012,7.02,16321,46029,4521,"Slice of Life, Supernatural",
Yurumates 3D,2012,6.27,4274,9058,8923,Slice of Life,Seinen
Wanpaku Tanteidan,1968,6.13,485,1464,9714,"Action, Mystery",
Backkom,2005,5.94,1150,2308,10744,Comedy,Kids
AKB0048,2012,7.34,29635,64693,2777,Sci-Fi,
Koi to Senkyo to Chocolate,2012,6.96,107508,264819,4778,"Drama, Romance",
Nihon Omoshiro Mukashibanashi,2011,,,541,19373,Comedy,
Mameushi-kun (TV),2007,,,417,18719,"Comedy, Fantasy",Kids
Hyouka,2012,8.05,684152,1465849,648,"Mystery, Slice of Life",
Smile Precure!,2012,6.89,25899,51530,5098,Action,
Game Center Arashi,1982,5.97,432,1302,10577,Comedy,Kids
Rinne no Lagrange Season 2,2012,6.95,13566,31067,4802,"Comedy, Sci-Fi",
Acchi Kocchi,2012,7.47,154451,337989,2173,"Comedy, Romance",
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,2012,6.9,219631,410503,5045,"Action, Comedy, Romance, Supernatural, Ecchi",
Pecola,2002,5.8,237,781,11550,,Kids
Track City,2000,5.96,564,1599,10636,Action,
Bakuman. 3rd Season,2012,8.52,202565,346228,145,"Comedy, Drama, Romance",Shounen
Shining Hearts: Shiawase no Pan,2012,6.12,17806,47459,9773,"Action, Fantasy, Gourmet",
Mouretsu Atarou (1990),1990,,,582,19158,Comedy,Kids
Oyako Club,1994,5.45,460,1506,13034,Comedy,
Yuru Yuri♪♪,2012,7.8,118111,208595,1130,"Comedy, Girls Love",
Jormungand,2012,7.79,161913,392833,1142,"Action, Adventure",Seinen
Uchuu Kyoudai,2012,8.48,55672,209077,171,Comedy,Seinen
Tasogare Otome x Amnesia,2012,7.81,203507,445032,1085,"Horror, Mystery, Romance, Supernatural",Shounen
Hiiro no Kakera,2012,6.69,48038,118203,6251,"Romance, Supernatural",Josei
Nazo no Kanojo X,2012,7.22,160722,351423,3456,Romance,Seinen
Eureka Seven AO,2012,6.63,43995,100777,6629,"Adventure, Drama, Sci-Fi",
Gregory Horror Show: The Second Guest,2000,6.63,1080,2273,6633,"Comedy, Horror, Mystery, Supernatural",
Gregory Horror Show: The Last Train,2000,6.33,898,2043,8480,"Comedy, Horror, Mystery, Supernatural",
Kyoukaisenjou no Horizon II,2012,7.45,38310,87071,2259,"Action, Fantasy, Sci-Fi",
Sakamichi no Apollon,2012,8.29,181496,412851,320,"Drama, Romance",Josei
"Dakara Boku wa, H ga Dekinai.",2012,6.52,221374,442696,7335,"Comedy, Romance, Supernatural, Ecchi",
Sengoku Collection,2012,6.4,7745,26502,8078,"Comedy, Fantasy",
Morizo to Kikkoro,2004,,,340,19140,,Kids
Danball Senki W,2012,7.05,3630,7594,4335,,Kids
Ozma,2012,6.07,7421,16367,10062,"Action, Adventure, Sci-Fi",
Joshiraku,2012,7.43,51714,191402,2361,Comedy,Shounen
Uta no☆Prince-sama♪ Maji Love 2000%,2013,7.16,57847,117166,3766,"Comedy, Romance",Josei
Phi Brain: Kami no Puzzle - Orpheus Order-hen,2012,7.25,22451,50514,3284,"Action, Mystery, Suspense",
0-sen Hayato,1964,5.97,258,1308,10565,,
Yuuyake Banchou,1968,,,744,17335,Action,
Yuusei Kamen,1966,5.75,201,861,11801,Sci-Fi,
Youyou no Neko Tsumami,1992,,,914,17254,Comedy,
Yoshimoto Muchikko Monogatari,1998,,,464,17225,Comedy,
Yanbou Ninbou Tonbou,1995,,,455,17094,Fantasy,
Wonder Bebil-kun,2003,,,812,16475,"Comedy, Fantasy",
Shirokuma Cafe,2012,7.89,24901,101722,914,Slice of Life,Josei
Umeboshi Denka,1969,5.91,151,924,10979,Comedy,
Pretty Rhythm: Dear My Future,2012,6.73,4237,10558,5987,Sports,
Ginga e Kickoff!!,2012,7.2,13277,29327,3534,Sports,
Tsuritama,2012,7.64,61533,176048,1538,"Comedy, Sci-Fi",
Uchuu Shounen Soran,1965,5.86,182,863,11234,"Action, Adventure, Sci-Fi",
Uchuu Patrol Hopper,1965,5.82,162,898,11472,Sci-Fi,
Saint Seiya Omega,2012,6.3,26188,52840,8705,"Action, Adventure, Fantasy, Sci-Fi",Shounen
AWOL,1998,5.31,464,1954,13428,"Action, Sci-Fi",
Jewelpet Kira☆Deco!,2012,6.76,1765,5400,5802,,
Arcana Famiglia,2012,6.26,102158,219481,8936,"Action, Fantasy, Romance",
Naruto SD: Rock Lee no Seishun Full-Power Ninden,2012,7.18,52885,106411,3651,"Action, Comedy",Shounen
Arashi no Yoru ni: Himitsu no Tomodachi,2012,6.65,893,3018,6501,"Adventure, Drama",
Hakuouki: Reimeiroku,2012,7.42,23371,61255,2424,"Action, Drama, Supernatural",Josei
Shinsekai yori,2012,8.24,288129,816657,371,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense",
Gakkatsu!,2012,6.42,2870,7765,7939,Comedy,
Shiba Inuko-san,2012,5.71,4024,10569,11986,Comedy,
Baku Tech! Bakugan,2012,5.87,2144,4863,11173,Action,Shounen
Cardfight!! Vanguard: Asia Circuit-hen,2012,6.79,15180,27812,5683,Action,
Kuromajo-san ga Tooru!!,2012,6.55,3039,10858,7098,"Comedy, Supernatural",
Hagure Yuusha no Aesthetica,2012,6.68,231479,454117,6325,"Action, Fantasy, Ecchi",
Furusato Saisei: Nippon no Mukashibanashi,2012,6.93,2817,11381,4896,Supernatural,Kids
Paboo & Mojies,2012,,,409,19649,,Kids
Zoobles!,2011,,,486,17542,,Kids
Little Charo,2008,6.24,210,894,9051,Slice of Life,
Little Charo 2,2010,6.02,133,671,10373,Slice of Life,
Juusen Battle Monsuno,2012,6.49,4366,10840,7476,"Action, Adventure",
Monster Farm: Legend e no Michi,2000,6.75,9870,20181,5891,"Action, Adventure, Comedy, Fantasy",
Lupin the Third: Mine Fujiko to Iu Onna,2012,7.76,25550,69732,1221,"Action, Adventure, Award Winning, Comedy, Ecchi",Seinen
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,2012,5.5,203,888,12875,Comedy,
Metal Fight Beyblade Zero G,2012,6.03,9199,17185,10301,"Adventure, Sports",Kids
Inazuma Eleven Go: Chrono Stone,2012,7.31,39622,66666,2946,Sports,
Shounen Ninja Kaze no Fujimaru,1964,5.9,536,1704,10984,"Action, Adventure",Shounen
Jormungand: Perfect Order,2012,7.88,110696,207020,934,"Action, Adventure",Seinen
Tari Tari,2012,7.28,59629,167017,3059,Slice of Life,
Chouyaku Hyakuninisshu: Uta Koi.,2012,7.42,9171,32166,2412,"Comedy, Romance",Josei
"Kono Naka ni Hitori, Imouto ga Iru!",2012,6.48,103335,221807,7578,"Comedy, Mystery, Romance, Ecchi",
Recorder to Randoseru Re♪,2012,6.79,17747,31610,5656,Comedy,Seinen
Moyashimon Returns,2012,7.2,13374,26976,3553,"Comedy, Gourmet, Supernatural",Seinen
Himitsukessha Taka no Tsume NEO,2012,5.96,181,877,10671,Comedy,
Zumomo to Nupepe,2012,,,587,17557,Comedy,
Tomodachi 8-nin,2011,,,475,16065,Comedy,Kids
Ribbon-chan,2012,,,409,14805,Comedy,
Panda no Taputapu,2012,,,510,19667,,Kids
Little Charo: Touhoku-hen,2012,,,551,18569,,Kids
Cofun Gal no Coffy (TV),2006,,,494,20963,Comedy,
Cofun Gal no Coffy Campus Life,2009,,,485,20966,Comedy,
Binbougami ga!,2012,7.66,116033,247456,1495,"Comedy, Supernatural",Shounen
Shuukan Storyland,1999,6.47,167,1162,7619,"Comedy, Drama",Seinen
Natsuyuki Rendezvous,2012,7.25,34408,88161,3279,"Drama, Romance, Supernatural",Josei
Robotics;Notes,2012,7.3,77673,186055,2979,"Drama, Mystery, Sci-Fi",
Psycho-Pass,2012,8.33,825452,1734848,283,"Action, Mystery, Sci-Fi, Suspense",
Little Busters!,2012,7.48,112375,305107,2142,"Comedy, Drama",
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,2013,6.88,273099,453908,5156,"Comedy, Romance",
To LOVE-Ru Darkness,2012,7.4,209584,391435,2488,"Comedy, Romance, Sci-Fi, Ecchi",Shounen
Tottoko Hamtarou Hai!,2006,6.78,2415,6225,5746,Adventure,Kids
Sakura-sou no Pet na Kanojo,2012,8.04,740231,1313831,667,"Drama, Romance",
Kamen no Ninja Akakage,1987,6.47,534,1579,7652,"Action, Fantasy",Shounen
Mangirl!,2013,5.81,15300,34854,11515,Comedy,
Zetsuen no Tempest,2012,7.88,269515,623424,924,"Action, Drama, Fantasy, Mystery",Shounen
Pokemon Best Wishes! Season 2,2012,6.48,44481,78011,7586,"Action, Adventure, Comedy, Fantasy",Kids
Girls & Panzer,2012,7.54,160744,330305,1925,Action,
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,2012,6.41,143452,323696,8050,"Comedy, Romance, Ecchi",
Instant History,1961,6.09,191,1128,9935,,
Otogi Manga Calendar,1962,6.06,190,971,10135,,
Tonari no Kaibutsu-kun,2012,7.45,645348,1158945,2274,"Comedy, Romance",Shoujo
Busou Shinki,2012,6.3,14381,40270,8661,"Sci-Fi, Slice of Life",
Chitose Get You!!,2012,6.19,10201,22306,9356,"Comedy, Romance",Seinen
Vividred Operation,2013,6.43,28125,69686,7894,"Action, Sci-Fi, Ecchi",
Suki tte Ii na yo.,2012,7.38,371355,690700,2595,"Drama, Romance",Shoujo
Tanken Driland,2012,6.63,2206,7673,6668,"Adventure, Fantasy",
Btooom!,2012,7.26,513075,901720,3175,"Action, Suspense",Seinen
Yama no Susume,2013,6.85,32064,92216,5347,"Adventure, Slice of Life",
Chihayafuru 2,2013,8.37,137451,251125,246,"Drama, Romance, Sports",Josei
K,2012,7.42,394429,798534,2372,"Action, Mystery",
Minami-ke Tadaima,2013,7.64,26534,61956,1556,Comedy,Seinen
Magi: The Labyrinth of Magic,2012,8,580969,1112184,722,"Action, Adventure, Fantasy",Shounen
Sasami-san@Ganbaranai,2013,6.66,28706,85648,6471,"Comedy, Romance, Supernatural",
Medaka Box Abnormal,2012,7.38,75520,152459,2583,"Action, Comedy, Ecchi",Shounen
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,2012,5.27,2004,6727,13551,Comedy,
Chikyuu SOS Sore Ike Kororin,1992,,,455,20864,"Action, Comedy, Sci-Fi",Kids
Hiiro no Kakera 2nd Season,2012,7.14,26487,56568,3879,"Romance, Supernatural",Josei
Hayate no Gotoku! Can't Take My Eyes Off You,2012,7.03,27517,60200,4487,"Comedy, Romance",Shounen
Yurumates 3D Plus,2012,6.36,2890,5751,8334,Slice of Life,Seinen
Kamisama Hajimemashita,2012,8.12,368775,718873,539,"Comedy, Romance, Supernatural",Shoujo
JoJo no Kimyou na Bouken (TV),2012,7.87,1178136,1826508,944,"Action, Adventure, Supernatural",Shounen
Chuunibyou demo Koi ga Shitai!,2012,7.7,825390,1448899,1369,"Comedy, Romance",
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,2013,6.89,304761,586845,5137,"Comedy, Romance",
Ixion Saga DT,2012,7.12,48959,120836,3971,"Action, Comedy, Fantasy",
GJ-bu,2013,7.28,79170,182055,3082,Comedy,
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,2013,8,913090,1548768,712,"Comedy, Romance",
D.C.III: Da Capo III,2013,6.49,12341,32487,7527,"Drama, Romance, Ecchi",
Fate/kaleid liner Prisma☆Illya,2013,7,131723,291268,4629,"Action, Comedy",
Maoyuu Maou Yuusha,2013,7.22,233696,522176,3449,"Adventure, Fantasy, Romance",
Battle Spirits: Sword Eyes,2012,6.58,1082,3376,6974,"Adventure, Fantasy",
RDG: Red Data Girl,2013,6.55,50468,117972,7115,"Drama, Romance, Supernatural",
AKB0048: Next Stage,2013,7.61,20992,38987,1636,Sci-Fi,
Boku wa Tomodachi ga Sukunai Next,2013,7.26,334096,556219,3170,"Comedy, Romance, Ecchi",
Chousoku Henkei Gyrozetter,2012,6.42,2062,6518,7926,,
Haitai Nanafa,2012,5.87,3894,11867,11188,"Comedy, Supernatural",
Litchi DE Hikari Club,2012,5.19,5993,14073,13730,"Drama, Horror, Romance",
Love Live! School Idol Project,2013,7.4,235083,467927,2516,Slice of Life,
Initial D Fifth Stage,2012,8.11,88412,169903,544,"Action, Drama",Seinen
Aikatsu!,2012,7.5,15801,47819,2065,Slice of Life,
Robin-kun to 100 nin no Otomodachi Season 2,2012,,,419,14822,,Kids
Amnesia,2013,5.97,154927,308852,10568,"Fantasy, Mystery, Romance",Josei
Cuticle Tantei Inaba,2013,7.23,38927,114134,3356,"Comedy, Fantasy, Mystery",Shounen
Senran Kagura,2013,6.27,44348,145204,8904,"Action, Comedy, Ecchi",
Teekyuu,2012,6.55,29780,70940,7123,"Comedy, Sports",Shounen
Hentai Ouji to Warawanai Neko.,2013,7.13,244250,468949,3948,"Comedy, Romance, Supernatural",
Wooser no Sono Higurashi,2012,6.17,5690,12688,9449,"Comedy, Fantasy",
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,2013,7.4,323569,613781,2522,"Action, Comedy, Fantasy",
Hyakka Ryouran: Samurai Bride,2013,6.69,44517,106750,6253,"Action, Comedy, Ecchi",
Kotoura-san,2013,7.15,186512,362905,3816,"Comedy, Romance",
Gintama': Enchousen,2012,9.02,177666,354463,12,"Action, Comedy, Sci-Fi",Shounen
High School DxD New,2013,7.46,620442,961842,2240,"Action, Comedy, Romance, Supernatural, Ecchi",
Hey Yo Yorang,2003,6.12,118,616,9754,"Adventure, Comedy, Fantasy",Kids
Yu☆Gi☆Oh! Zexal Second,2012,6.93,23773,45097,4936,"Action, Fantasy",Shounen
Oshiri Kajiri Mushi (TV),2012,5.17,659,1614,13770,Comedy,Kids
Cross Fight B-Daman eS,2012,6.48,2256,4347,7553,,Kids
Maken-Ki! Two,2014,6.14,75170,168508,9673,"Action, Ecchi",Shounen
Shinkai Densetsu Meremanoid,1997,5.62,161,1426,12412,"Adventure, Fantasy",
Date A Live,2013,7.14,619087,1105677,3872,"Action, Fantasy, Romance, Sci-Fi",
Brothers Conflict,2013,5.88,104210,193889,11102,Romance,
Cardfight!! Vanguard: Link Joker-hen,2013,7.16,13285,25580,3777,Action,
Hakkenden: Touhou Hakken Ibun,2013,7.38,44773,119965,2575,"Action, Mystery, Supernatural",Shoujo
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,2013,7.23,14102,37949,3390,"Action, Mystery, Suspense",
Haiyore! Nyaruko-san W,2013,7.2,96243,190448,3538,"Comedy, Sci-Fi",
Tamayura: More Aggressive,2013,7.57,8554,22857,1785,Slice of Life,
Chiisana Ojisan,2012,5.74,263,852,11860,Slice of Life,
Senyuu.,2013,7.27,53942,120284,3132,"Action, Comedy, Fantasy",Shounen
Backstage Idol Story,2012,5.77,183,1084,11725,,
Senki Zesshou Symphogear G,2013,7.47,30922,64255,2209,"Action, Sci-Fi",
Beast Saga,2013,5.57,567,1954,12606,"Action, Sci-Fi","Kids, Shounen"
Hataraku Maou-sama!,2013,7.7,998079,1645635,1375,"Comedy, Supernatural",
Ginga Kikoutai Majestic Prince,2013,7.32,24698,58384,2868,Sci-Fi,Seinen
Tamagotchi! Yume Kira Dream,2012,5.87,182,1028,11160,Comedy,Kids
Pyun Pyun Maru,1967,,,707,19887,"Action, Comedy",
Shin Kyojin no Hoshi,1977,6.26,486,1309,8928,Sports,
Fantasista Doll,2013,6.15,10994,28482,9570,"Fantasy, Sci-Fi",
Picchipichi Shizuku-chan,2012,,,492,19742,Comedy,Kids
Qin Shi Mingyue: Wanli Changcheng,2012,7.05,398,1644,4365,"Action, Fantasy",
Yuyushiki,2013,7.35,42315,115474,2753,Comedy,
Happy☆Lucky Bikkuriman,2006,6.2,356,1039,9292,"Adventure, Comedy, Fantasy",Kids
Magical Hat,1989,5.72,198,965,11963,"Adventure, Comedy, Fantasy",Kids
Dokachin,1968,,,611,21243,Comedy,Kids
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,2013,7.45,63360,162677,2280,Action,Shounen
Kamisama no Inai Nichiyoubi,2013,7.27,96373,230790,3113,"Adventure, Drama, Fantasy, Mystery",
Tokyo Ravens,2013,7.4,228990,513318,2490,"Action, Fantasy, Romance",
Greek Roman Sinhwa: Olympus Guardian,2002,6.18,261,1687,9384,"Adventure, Fantasy",
Karneval (TV),2013,7.07,92632,224318,4273,"Action, Fantasy, Mystery, Sci-Fi",Josei
Toaru Kagaku no Railgun S,2013,8,215594,411057,711,"Action, Fantasy, Sci-Fi",
Ro-Kyu-Bu! SS,2013,7,19383,40624,4610,"Comedy, Sports, Ecchi",
Nagi no Asu kara,2013,7.93,267221,633254,821,"Drama, Fantasy, Romance",
Saki: Zenkoku-hen,2014,7.4,16869,39231,2477,Slice of Life,Seinen
Machine Robo: Butchigiri Battle Hackers,1987,6.14,250,1183,9672,Sci-Fi,
Choujigen Game Neptune The Animation,2013,6.89,63654,158326,5113,"Action, Comedy, Fantasy, Sci-Fi",
Mirai Kara Kita Shounen Super Jetter,1965,5.88,188,860,11129,"Action, Comedy, Sci-Fi",
Choboraunyopomi Gekijou Ai Mai Mii,2013,5.82,14084,32212,11431,Comedy,
Aku no Hana,2013,7.15,85177,245395,3838,"Drama, Romance, Suspense",Shounen
Bakumatsu Gijinden Roman,2013,6.12,4505,11655,9743,Fantasy,
"Yondemasu yo, Azazel-san. Z",2013,7.54,22184,43671,1918,"Comedy, Supernatural",Seinen
Chikkun Takkun,1984,5.99,480,1146,10488,"Comedy, Sci-Fi",
Ishida to Asakura,2013,5.85,8380,15082,11276,Comedy,Seinen
Usavich V,2012,6.27,1258,2646,8918,Comedy,
Love Lab,2013,7.3,80638,210820,2969,"Comedy, Romance",
Dansai Bunri no Crime Edge,2013,6.65,48941,116902,6511,"Action, Fantasy, Romance, Suspense",Seinen
Dog Days'',2015,6.84,35503,78341,5378,"Action, Adventure, Fantasy",
Norakuro-kun,1987,6.15,181,916,9599,"Comedy, Mystery",
Photokano,2013,6.18,49184,135926,9412,"Romance, Ecchi",
"Boku no Imouto wa ""Osaka Okan""",2012,5.73,9277,20461,11879,"Comedy, Gourmet",
Tamako Market,2013,7.41,186177,458054,2465,Slice of Life,
Dokidoki! Precure,2013,6.73,14789,31695,6025,Action,
Surf Side High-School,1999,5.89,133,922,11055,"Comedy, Ecchi",
Shin Kyojin no Hoshi II,1979,6.22,437,1121,9139,Sports,
Shingeki no Kyojin,2013,8.57,3026735,4298745,120,"Action, Award Winning, Drama, Suspense",Shounen
Devil Survivor 2 The Animation,2013,6.83,81224,172602,5447,"Action, Supernatural, Suspense",
Arata Kangatari,2013,6.42,34120,75901,7918,"Adventure, Fantasy",Shounen
Suisei no Gargantia,2013,7.44,182861,359597,2323,"Adventure, Sci-Fi",
